I,J,V
467,467,-4577109.459357441
467,1077,-5607538.224354118
1077,467,-2607538.2243541237
1077,1077,-4548517.378717008
494,467,4577109.459357441
494,1077,5607538.224354118
1104,467,2607538.2243541237
1104,1077,4548517.378717008
467,494,9598250.911630686
467,1104,-30619.05147421523
1077,494,2969380.9485257994
1077,1104,1009234.5196672514
494,494,-9598250.911630686
494,1104,30619.05147421523
1104,494,-2969380.9485257994
1104,1104,-1009234.5196672514
467,507,-5021141.452273244
467,1117,5638157.2758283345
1077,507,-361842.7241716748
1077,1117,3539282.859049756
494,507,5021141.452273244
494,1117,-5638157.2758283345
1104,507,361842.7241716748
1104,1117,-3539282.859049756
494,467,3450674.8187505063
494,1077,5501238.789279641
1104,467,-498761.21072036657
1104,1077,-5309335.389594123
507,467,-3450674.8187505063
507,1077,-5501238.789279641
1117,467,498761.21072036657
1117,1077,5309335.389594123
494,494,-11168717.545153426
494,1104,2170015.1165822027
1104,494,5170015.116582217
1104,1104,-2779287.050211628
507,494,11168717.545153426
507,1104,-2170015.1165822027
1117,494,-5170015.116582217
1117,1104,2779287.050211628
494,507,7718042.726402922
494,1117,-7671253.905861843
1104,507,-4671253.905861851
1104,1117,8088622.43980575
507,507,-7718042.726402922
507,1117,7671253.905861843
1117,507,4671253.905861851
1117,1117,-8088622.43980575
507,467,1126434.640606924
507,1077,106299.43507447233
1117,467,3106299.4350744677
1117,1077,9857852.768311061
467,467,-1126434.640606924
467,1077,-106299.43507447233
1077,467,-3106299.4350744677
1077,1077,-9857852.768311061
507,494,1570466.63352274
507,1104,-2139396.0651079733
1117,494,-8139396.065107961
1117,1104,1770052.5305443658
467,494,-1570466.63352274
467,1104,2139396.0651079733
1077,494,8139396.065107961
1077,1104,-1770052.5305443658
507,507,-2696901.2741296645
507,1117,2033096.630033501
1117,507,5033096.630033493
1117,1117,-11627905.298855426
467,507,2696901.2741296645
467,1117,-2033096.630033501
1077,507,-5033096.630033493
1077,1117,11627905.298855426
107,107,-2220446.491872935
107,717,-1406057.1179268588
717,107,1593942.8820731365
717,717,-16485468.172333002
405,107,2220446.491872935
405,717,1406057.1179268588
1015,107,-1593942.8820731365
1015,717,16485468.172333002
107,405,4303373.789911284
107,1015,3400680.152623794
717,405,6400680.152623844
717,1015,16796608.65050653
405,405,-4303373.789911284
405,1015,-3400680.152623794
1015,405,-6400680.152623844
1015,1015,-16796608.65050653
107,172,-2082927.2980383483
107,782,-1994623.0346969352
717,172,-7994623.03469698
717,782,-311140.4781735293
405,172,2082927.2980383483
405,782,1994623.0346969352
1015,172,7994623.03469698
1015,782,311140.4781735293
405,107,-585479.0580119349
405,717,6707381.056330162
1015,107,707381.0563301807
1015,717,7933076.267041089
172,107,585479.0580119349
172,717,-6707381.056330162
782,107,-707381.0563301807
782,717,-7933076.267041089
405,405,-6971780.145961542
405,1015,-7687922.130990535
1015,405,-4687922.13099051
1015,1015,-9174672.861638607
172,405,6971780.145961542
172,1015,7687922.130990535
782,405,4687922.13099051
782,1015,9174672.861638607
405,172,7557259.203973477
405,782,980541.0746603733
1015,172,3980541.0746603296
1015,782,1241596.5945975187
172,172,-7557259.203973477
172,782,-980541.0746603733
782,172,-3980541.0746603296
782,782,-1241596.5945975187
172,107,2805925.549884798
172,717,-5301323.938403223
782,107,-2301323.9384032604
782,717,8552391.905291593
107,107,-2805925.549884798
107,717,5301323.938403223
717,107,2301323.9384032604
717,717,-8552391.905291593
172,405,2668406.356050254
172,1015,4287241.9783667
782,405,-1712758.0216332385
782,1015,-7621935.788867617
107,405,-2668406.356050254
107,1015,-4287241.9783667
717,405,1712758.0216332385
717,1015,7621935.788867617
172,172,-5474331.905935052
172,782,1014081.9600365235
782,172,4014081.9600364985
782,782,-930456.116423976
107,172,5474331.905935052
107,782,-1014081.9600365235
717,172,-4014081.9600364985
717,782,930456.116423976
609,609,-1318426.8802194446
609,1219,-4040602.3504619156
1219,609,-1040602.3504619112
1219,1219,-7686723.6426602295
388,609,1318426.8802194446
388,1219,4040602.3504619156
998,609,1040602.3504619112
998,1219,7686723.6426602295
609,388,9148895.002941301
609,998,4689285.814941904
1219,388,7689285.814941895
1219,998,6990004.909460225
388,388,-9148895.002941301
388,998,-4689285.814941904
998,388,-7689285.814941895
998,998,-6990004.909460225
609,428,-7830468.1227218555
609,1038,-648683.4644799882
1219,428,-6648683.464479984
1219,1038,696718.7332000043
388,428,7830468.1227218555
388,1038,648683.4644799882
998,428,6648683.464479984
998,1038,-696718.7332000043
388,609,419023.0130342307
388,1219,8010873.798868176
998,609,2010873.7988681751
998,1219,2069585.9798195835
428,609,-419023.0130342307
428,1219,-8010873.798868176
1038,609,-2010873.7988681751
1038,1219,-2069585.9798195835
388,388,-16560340.112628905
388,998,-6327095.480553717
998,388,-3327095.480553718
998,998,-4223700.196440637
428,388,16560340.112628905
428,998,6327095.480553717
1038,388,3327095.480553718
1038,998,4223700.196440637
388,428,16141317.099594675
388,1038,-1683778.318314458
998,428,1316221.6816855427
998,1038,2154114.2166210543
428,428,-16141317.099594675
428,1038,1683778.318314458
1038,428,-1316221.6816855427
1038,1038,-2154114.2166210543
428,609,899403.8671852137
428,1219,-3970271.448406266
1038,609,-970271.4484062656
1038,1219,5617137.662840647
609,609,-899403.8671852137
609,1219,3970271.448406266
1219,609,970271.4484062656
1219,1219,-5617137.662840647
428,388,7411445.109687618
428,998,1637809.6656118184
1038,388,-4362190.334388177
1038,998,-2766304.7130195852
609,388,-7411445.109687618
609,998,-1637809.6656118184
1219,388,4362190.334388177
1219,998,2766304.7130195852
428,428,-8310848.976872831
428,1038,2332461.7827944476
1038,428,5332461.782794442
1038,1038,-2850832.949821061
609,428,8310848.976872831
609,1038,-2332461.7827944476
1219,428,-5332461.782794442
1219,1038,2850832.949821061
608,608,-7686723.642660268
608,1218,1040602.3504619211
1218,608,4040602.3504619473
1218,1218,-1318426.8802194532
387,608,7686723.642660268
387,1218,-1040602.3504619211
997,608,-4040602.3504619473
997,1218,1318426.8802194532
608,387,6990004.909460267
608,997,-7689285.8149419185
1218,387,-4689285.814941933
1218,997,9148895.00294135
387,387,-6990004.909460267
387,997,7689285.8149419185
997,387,4689285.814941933
997,997,-9148895.00294135
608,433,696718.7332000011
608,1043,6648683.464479997
1218,433,648683.4644799868
1218,1043,-7830468.122721896
387,433,-696718.7332000011
387,1043,-6648683.464479997
997,433,-648683.4644799868
997,1043,7830468.122721896
387,608,2069585.9798195842
387,1218,-2010873.7988681681
997,608,-8010873.798868145
997,1218,419023.01303423493
433,608,-2069585.9798195842
433,1218,2010873.7988681681
1043,608,8010873.798868145
1043,1218,-419023.01303423493
387,387,-4223700.196440622
387,997,3327095.480553709
997,387,6327095.480553701
997,997,-16560340.1126288
433,387,4223700.196440622
433,997,-3327095.480553709
1043,387,-6327095.480553701
1043,997,16560340.1126288
387,433,2154114.2166210385
387,1043,-1316221.6816855413
997,433,1683778.3183144433
997,1043,16141317.099594567
433,433,-2154114.2166210385
433,1043,1316221.6816855413
1043,433,-1683778.3183144433
1043,1043,-16141317.099594567
433,608,5617137.662840646
433,1218,970271.4484062721
1043,608,3970271.4484062972
1043,1218,899403.8671852112
608,608,-5617137.662840646
608,1218,-970271.4484062721
1218,608,-3970271.4484062972
1218,1218,-899403.8671852112
433,387,-2766304.713019583
433,997,4362190.334388157
1043,387,-1637809.6656118482
1043,997,7411445.10968766
608,387,2766304.713019583
608,997,-4362190.334388157
1218,387,1637809.6656118482
1218,997,-7411445.10968766
433,433,-2850832.949821063
433,1043,-5332461.782794429
1043,433,-2332461.782794449
1043,1043,-8310848.976872871
608,433,2850832.949821063
608,1043,5332461.782794429
1218,433,2332461.782794449
1218,1043,8310848.976872871
171,171,-7476755.254685712
171,781,811576.4861325184
781,171,3811576.4861325203
781,781,-1077020.762492185
389,171,7476755.254685712
389,781,-811576.4861325184
999,171,-3811576.4861325203
999,781,1077020.762492185
171,389,6787830.617916399
171,999,-7511852.318237738
781,389,-4511852.318237713
781,999,8770467.12171996
389,389,-6787830.617916399
389,999,7511852.318237738
999,389,4511852.318237713
999,999,-8770467.12171996
171,91,688924.6367693129
171,701,6700275.832105219
781,91,700275.8321051926
781,701,-7693446.359227773
389,91,-688924.6367693129
389,701,-6700275.832105219
999,91,-700275.8321051926
999,701,7693446.359227773
389,171,1934863.5557227076
389,781,-1949922.4455438463
999,171,-7949922.445543848
999,781,-27217.433755281323
91,171,-1934863.5557227076
91,781,1949922.4455438463
701,171,7949922.445543848
701,781,27217.433755281323
389,389,-4164042.425424296
389,999,3262205.7047990086
999,389,6262205.7047990365
999,999,-16491130.914702998
91,389,4164042.425424296
91,999,-3262205.7047990086
701,389,-6262205.7047990365
701,999,16491130.914702998
389,91,2229178.8697015885
389,701,-1312283.2592551624
999,91,1687716.7407448124
999,701,16518348.34845828
91,91,-2229178.8697015885
91,701,1312283.2592551624
701,91,-1687716.7407448124
701,701,-16518348.34845828
91,171,5541891.698962854
91,781,1138345.9594113233
701,171,4138345.9594113207
701,781,1104238.196247441
171,171,-5541891.698962854
171,781,-1138345.9594113233
781,171,-4138345.9594113207
781,781,-1104238.196247441
91,389,-2623788.192491995
91,999,4249646.613438594
701,389,-1750353.386561353
701,999,7720663.792983047
171,389,2623788.192491995
171,999,-4249646.613438594
781,389,1750353.386561353
781,999,-7720663.792983047
91,91,-2918103.506470859
91,701,-5387992.572849917
701,91,-2387992.5728499684
701,701,-8824901.989230487
171,91,2918103.506470859
171,701,5387992.572849917
781,91,2387992.5728499684
781,701,8824901.989230487
513,513,-10319378.511661287
513,1123,303238.36863221833
1123,513,3303238.3686322263
1123,1123,-1315833.7735664968
484,513,10319378.511661287
484,1123,-303238.36863221833
1094,513,-3303238.3686322263
1094,1123,1315833.7735664968
513,484,6735512.178791575
513,1094,-6481914.713848414
1123,484,-3481914.7138484055
1123,1094,5461461.261528423
484,484,-6735512.178791575
484,1094,6481914.713848414
1094,484,3481914.7138484055
1094,1094,-5461461.261528423
513,468,3583866.3328697113
513,1078,6178676.345216196
1123,468,178676.34521617903
1123,1078,-4145627.487961926
484,468,-3583866.3328697113
484,1078,-6178676.345216196
1094,468,-178676.34521617903
1094,1078,4145627.487961926
484,513,851546.1448780716
484,1123,-1932164.4628521055
1094,513,-7932164.462852119
1094,1123,-790679.4864353943
468,513,-851546.1448780716
468,1123,1932164.4628521055
1078,513,7932164.462852119
1078,1123,790679.4864353943
484,484,-2300099.7010437455
484,1094,1728426.5962124625
1094,484,4728426.596212482
1094,1094,-10397768.235925736
468,484,2300099.7010437455
468,1094,-1728426.5962124625
1078,484,-4728426.596212482
1078,1094,10397768.235925736
484,468,1448553.5561656738
484,1078,203737.86663964298
1094,468,3203737.866639637
1094,1078,11188447.72236113
468,468,-1448553.5561656738
468,1078,-203737.86663964298
1078,468,-3203737.866639637
1078,1078,-11188447.72236113
468,513,9467832.366783135
468,1123,1628926.0942198827
1078,513,4628926.094219892
1078,1123,2106513.260001878
513,513,-9467832.366783135
513,1123,-1628926.0942198827
1123,513,-4628926.094219892
1123,1123,-2106513.260001878
468,484,-4435412.477747783
468,1094,4753488.117635906
1078,484,-1246511.8823640887
1078,1094,4936306.974397318
513,484,4435412.477747783
513,1094,-4753488.117635906
1123,484,1246511.8823640887
1123,1094,-4936306.974397318
468,468,-5032419.889035352
468,1078,-6382414.211855788
1078,468,-3382414.211855803
1078,1078,-7042820.234399198
513,468,5032419.889035352
513,1078,6382414.211855788
1123,468,3382414.211855803
1123,1078,7042820.234399198
153,153,-814346.6261447943
153,763,-3200641.2783271773
763,153,-200641.27832717635
763,763,-8261002.913319146
306,153,814346.6261447943
306,763,3200641.2783271773
916,153,200641.27832717635
916,763,8261002.913319146
153,306,6125969.551739678
153,916,3375542.4763875986
763,306,6375542.476387585
763,916,5615994.324767275
306,306,-6125969.551739678
306,916,-3375542.4763875986
916,306,-6375542.476387585
916,916,-5615994.324767275
153,501,-5311622.925594883
153,1111,-174901.1980604215
763,501,-6174901.198060408
763,1111,2645008.5885518715
306,501,5311622.925594883
306,1111,174901.1980604215
916,501,6174901.198060408
916,1111,-2645008.5885518715
306,153,-1251504.244509942
306,763,7933091.597137287
916,153,1933091.5971372866
916,763,471522.88856460206
501,153,1251504.244509942
501,763,-7933091.597137287
1111,153,-1933091.5971372866
1111,763,-471522.88856460206
306,306,-12689096.721844498
306,916,-4617352.077310745
916,306,-1617352.0773107584
916,916,-2499462.8476508437
501,306,12689096.721844498
501,916,4617352.077310745
1111,306,1617352.0773107584
1111,916,2499462.8476508437
306,501,13940600.96635444
306,1111,-3315739.519826543
916,501,-315739.51982652803
916,1111,2027939.9590862417
501,501,-13940600.96635444
501,1111,3315739.519826543
1111,501,315739.51982652803
1111,1111,-2027939.9590862417
501,153,2065850.8706547506
501,763,-4732450.318810118
1111,153,-1732450.318810118
1111,763,7789480.024754622
153,153,-2065850.8706547506
153,763,4732450.318810118
763,153,1732450.318810118
763,763,-7789480.024754622
501,306,6563127.170104824
501,916,1241809.6009231356
1111,306,-4758190.39907688
1111,916,-3116531.477116473
153,306,-6563127.170104824
153,916,-1241809.6009231356
763,306,4758190.39907688
763,916,3116531.477116473
501,501,-8628978.040759575
501,1111,3490640.717886983
1111,501,6490640.717886998
1111,1111,-4672948.547638148
153,501,8628978.040759575
153,1111,-3490640.717886983
763,501,-6490640.717886998
763,1111,4672948.547638148
505,505,-14240861.035535526
505,1115,-2937780.341806525
1115,505,62219.658193440875
1115,1115,-1964288.129514273
310,505,14240861.035535526
310,1115,2937780.341806525
920,505,-62219.658193440875
920,1115,1964288.129514273
505,310,13134218.76960812
505,920,-4966984.137306187
1115,310,-1966984.1373061666
1115,920,2809086.9286807515
310,310,-13134218.76960812
310,920,4966984.137306187
920,310,1966984.1373061666
920,920,-2809086.9286807515
505,86,1106642.2659274056
505,696,7904764.479112713
1115,86,1904764.4791127257
1115,696,-844798.7991664791
310,86,-1106642.2659274056
310,696,-7904764.479112713
920,86,-1904764.4791127257
920,696,844798.7991664791
310,505,5599364.336990515
310,1115,-308324.3918897803
920,505,-6308324.391889817
920,1115,-2267308.876055597
86,505,-5599364.336990515
86,1115,308324.3918897803
696,505,6308324.391889817
696,1115,2267308.876055597
310,310,-6428212.166690297
310,920,3563424.2245291737
920,310,6563424.224529195
920,920,-5921194.603902932
86,310,6428212.166690297
86,920,-3563424.2245291737
696,310,-6563424.224529195
696,920,5921194.603902932
310,86,828847.8296997837
310,696,-3255099.8326393934
920,86,-255099.83263937745
920,696,8188503.47995853
86,86,-828847.8296997837
86,696,3255099.8326393934
696,86,255099.83263937745
696,696,-8188503.47995853
86,505,8641496.69854509
86,1115,3246104.733696295
696,505,6246104.7336962605
696,1115,4231597.005569825
505,505,-8641496.69854509
505,1115,-3246104.733696295
1115,505,-6246104.7336962605
1115,1115,-4231597.005569825
86,310,-6706006.602917919
86,920,1403559.9127770711
696,310,-4596440.0872229105
696,920,3112107.675222076
505,310,6706006.602917919
505,920,-1403559.9127770711
1115,310,4596440.0872229105
1115,920,-3112107.675222076
86,86,-1935490.095627172
86,696,-4649664.646473366
696,86,-1649664.64647335
696,696,-7343704.6807919005
505,86,1935490.095627172
505,696,4649664.646473366
1115,86,1649664.64647335
1115,696,7343704.6807919005
143,143,-1158000.133446014
143,753,-3620206.4615208297
753,143,-620206.4615208169
753,753,-8643739.954077123
196,143,1158000.133446014
196,753,3620206.4615208297
806,143,620206.4615208169
806,753,8643739.954077123
143,196,6566290.070935724
143,806,3538754.8019481907
753,196,6538754.801948197
753,806,5737974.288613061
196,196,-6566290.070935724
196,806,-3538754.8019481907
806,196,-6538754.801948197
806,806,-5737974.288613061
143,499,-5408289.93748971
143,1109,81451.65957263904
753,499,-5918548.340427381
753,1109,2905765.6654640604
196,499,5408289.93748971
196,1109,-81451.65957263904
806,499,5918548.340427381
806,1109,-2905765.6654640604
196,143,-535121.6283845379
196,753,7975739.388410043
806,143,1975739.3884100548
806,753,450632.98608428944
